"specimen_collection_date","homelessness_status","new_confirmed_cases","cumulative_confirmed_cases","last_updated"
2021-03-05,"Not Homeless",38,33703,2021-04-01 16:00:02
2021-03-06,"Not Homeless",28,33731,2021-04-01 16:00:02
2021-03-07,"Not Homeless",20,33751,2021-04-01 16:00:02
2021-03-08,"Not Homeless",37,33788,2021-04-01 16:00:02
2021-03-09,"Not Homeless",32,33820,2021-04-01 16:00:02
2021-03-10,"Not Homeless",25,33845,2021-04-01 16:00:02
2021-03-11,"Not Homeless",39,33884,2021-04-01 16:00:02
2021-03-12,"Not Homeless",45,33929,2021-04-01 16:00:02
2021-03-13,"Not Homeless",21,33950,2021-04-01 16:00:02
2021-03-14,"Not Homeless",14,33964,2021-04-01 16:00:02
2021-03-15,"Not Homeless",38,34002,2021-04-01 16:00:02
2021-03-16,"Not Homeless",26,34028,2021-04-01 16:00:02
2021-03-17,"Not Homeless",34,34062,2021-04-01 16:00:02
2021-03-18,"Not Homeless",27,34089,2021-04-01 16:00:02
2021-03-19,"Not Homeless",48,34137,2021-04-01 16:00:02
2021-03-20,"Not Homeless",30,34167,2021-04-01 16:00:02
2021-03-21,"Not Homeless",16,34183,2021-04-01 16:00:02
2021-03-22,"Not Homeless",39,34222,2021-04-01 16:00:02
2021-03-23,"Not Homeless",35,34257,2021-04-01 16:00:02
2021-03-24,"Not Homeless",46,34303,2021-04-01 16:00:02
2021-03-25,"Not Homeless",43,34346,2021-04-01 16:00:02
2021-03-26,"Not Homeless",38,34384,2021-04-01 16:00:02
2021-03-27,"Not Homeless",22,34406,2021-04-01 16:00:02
2021-03-28,"Not Homeless",16,34422,2021-04-01 16:00:02
2021-03-29,"Not Homeless",41,34463,2021-04-01 16:00:02
2021-03-30,"Not Homeless",19,34482,2021-04-01 16:00:02
